,time,beam,diff,total,n,B,G_on,solar_time,hour_angle,declination,cos_zen,altitude,azimuth,insolation_vertical
0,2021-01-01 00:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2020-12-31 23:29:11.014656,172.29583333333335,-23.011636727869238,-0.9613219325910736,130.74116009,11.05996525,468.1390298720583
1,2021-01-01 01:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 00:29:11.014656,-172.70416666666668,-23.011636727869238,-0.962000599997554,142.2559653,19.25310426,468.1390298720583
2,2021-01-01 02:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 01:29:11.014656,-157.70416666666665,-23.011636727869238,-0.9133626964833098,155.62294525,25.40242628,468.1390298720583
3,2021-01-01 03:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 02:29:11.014656,-142.70416666666665,-23.011636727869238,-0.8187228147949007,170.6441821,28.86660456,468.1390298720583
4,2021-01-01 04:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 03:29:11.014656,-127.70416666666667,-23.011636727869238,-0.6845305064695922,186.43197849,29.17462452,468.1390298720583
5,2021-01-01 05:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 04:29:11.014656,-112.70416666666667,-23.011636727869238,-0.5199307555564797,201.68690771,26.27984647,468.1390298720583
6,2021-01-01 06:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 05:29:11.014656,-97.70416666666667,-23.011636727869238,-0.3361407630663419,215.40243955,20.58926404,468.1390298720583
7,2021-01-01 07:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 06:29:11.014656,-82.70416666666667,-23.011636727869238,-0.1456855132600584,227.2581631,12.73304889,468.1390298720583
8,2021-01-01 08:00:00,8.45281769063889,12.231141136157474,20.683958826796363,1,0.0,1412.1043163185625,2021-01-01 07:29:11.014656,-67.70416666666667,-23.011636727869238,0.03845578333025454,237.46225114,3.32068817,1149.1914492168844
9,2021-01-01 09:00:00,80.69459539346795,54.2408481933477,134.93544358681567,1,0.0,1412.1043163185625,2021-01-01 08:29:11.014656,-52.70416666666668,-23.011636727869238,0.20373420164984743,246.45234356,-7.16452547,1132.3540128004843
10,2021-01-01 10:00:00,196.76999045201273,71.83471990896692,268.60471036097965,1,0.0,1412.1043163185625,2021-01-01 09:29:11.014656,-37.70416666666668,-23.011636727869238,0.33888629062574105,254.73360258,-18.36566838,1106.794762815607
11,2021-01-01 11:00:00,294.76661294826596,79.69036380996107,374.45697675822703,1,0.0,1412.1043163185625,2021-01-01 10:29:11.014656,-22.70416666666668,-23.011636727869238,0.43470165874361555,262.87279722,-30.01277768,1079.0105887616405
12,2021-01-01 12:00:00,349.24177483917964,82.78915851564193,432.03093335482157,1,0.0,1412.1043163185625,2021-01-01 11:29:11.014656,-7.70416666666668,-23.011636727869238,0.48465064700862015,271.63812046,-41.8703783,1060.654671366624
13,2021-01-01 13:00:00,350.87989931531945,82.56726254582057,433.44716186114,1,0.0,1412.1043163185625,2021-01-01 12:29:11.014656,7.29583333333332,-23.011636727869238,0.48532931441510074,282.42428193,-53.65379938,1060.3855965746657
14,2021-01-01 14:00:00,299.6378811405127,79.01964985365412,378.65753099416685,1,0.0,1412.1043163185625,2021-01-01 13:29:11.014656,22.29583333333332,-23.011636727869238,0.4366914109008566,298.62438595,-64.79642648,1078.3328176202178
15,2021-01-01 15:00:00,204.6331176823679,70.73423485933886,275.36735254170674,1,0.0,1412.1043163185625,2021-01-01 14:29:11.014656,37.29583333333332,-23.011636727869238,0.3420515292124475,329.72817084,-73.48139921,1106.0195466605203
16,2021-01-01 16:00:00,74.45423216558783,57.654078456681084,132.1083106222689,1,0.0,1412.1043163185625,2021-01-01 15:29:11.014656,52.29583333333332,-23.011636727869238,0.20785922088713923,21.23773875,-74.48376035,1131.7697793211146
17,2021-01-01 17:00:00,8.420614548603094,14.078884960416161,22.499499509019255,1,0.0,1412.1043163185625,2021-01-01 16:29:11.014656,67.29583333333335,-23.011636727869238,0.04325946997402638,56.94575511,-66.77281423,1148.5766803655213
18,2021-01-01 18:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 17:29:11.014656,82.29583333333335,-23.011636727869238,-0.14053052251611142,74.99694287,-55.88778104,468.1390298720583
19,2021-01-01 19:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 18:29:11.014656,97.29583333333335,-23.011636727869238,-0.33098577232239507,86.45759088,-44.16477192,468.1390298720583
20,2021-01-01 20:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 19:29:11.014656,112.29583333333335,-23.011636727869238,-0.5151270689127079,95.47073417,-32.29166605,468.1390298720583
21,2021-01-01 21:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 20:29:11.014656,127.29583333333335,-23.011636727869238,-0.680405487232301,103.65805066,-20.58019174,468.1390298720583
22,2021-01-01 22:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 21:29:11.014656,142.29583333333335,-23.011636727869238,-0.8155575762081946,111.86146918,-9.26665825,468.1390298720583
23,2021-01-01 23:00:00,0.0,0.0,0.0,1,0.0,1412.1043163185625,2021-01-01 22:29:11.014656,157.29583333333335,-23.011636727869238,-0.9113729443260691,120.67091295,1.39045681,468.1390298720583
24,2021-01-02 00:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-01 23:28:44.180812,172.18333333333328,-22.930543608307655,-0.9607677764199377,130.60069286,11.05490069,468.13238323188745
25,2021-01-02 01:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 00:28:44.180812,-172.81666666666666,-22.930543608307655,-0.9618210319812451,142.11072647,19.26973577,468.13238323188745
26,2021-01-02 02:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 01:28:44.180812,-157.81666666666666,-22.930543608307655,-0.9135158113054769,155.47734962,25.4451927,468.13238323188745
27,2021-01-02 03:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 02:28:44.180812,-142.81666666666666,-22.930543608307655,-0.8191440353535353,170.50849446,28.93769893,468.13238323188745
28,2021-01-02 04:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 03:28:44.180812,-127.81666666666666,-22.930543608307655,-0.6851369846998112,186.3189038,29.27194515,468.13238323188745
29,2021-01-02 05:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 04:28:44.180812,-112.81666666666666,-22.930543608307655,-0.5206270183892343,201.60426865,26.39719045,468.13238323188745
30,2021-01-02 06:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 05:28:44.180812,-97.81666666666666,-22.930543608307655,-0.3368252187602963,215.34979715,20.71916032,468.13238323188745
31,2021-01-02 07:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 06:28:44.180812,-82.81666666666666,-22.930543608307655,-0.1462573747108743,227.23010136,12.86941504,468.13238323188745
32,2021-01-02 08:00:00,8.371909257417547,12.114601652226415,20.48651090964396,2,0.9863013698630136,1412.0842672547687,2021-01-02 07:28:44.180812,-67.81666666666666,-22.930543608307655,0.038089630115316436,237.45272655,3.45961,1149.2262951314738
33,2021-01-02 09:00:00,80.6358555370249,54.22588029401378,134.8617358310387,2,0.9863013698630136,1412.0842672547687,2021-01-02 08:28:44.180812,-52.81666666666666,-22.930543608307655,0.20365285198720082,246.45669601,-7.02518313,1132.3493443503835
34,2021-01-02 10:00:00,197.0225486308597,71.85932371161887,268.8818723424786,2,0.9863013698630136,1412.0842672547687,2021-01-02 09:28:44.180812,-37.81666666666666,-22.930543608307655,0.3391494309403704,254.74877615,-18.22684189,1106.7149472930626
35,2021-01-02 11:00:00,295.4463026808869,79.73455464494259,375.1808573258295,2,0.9863013698630136,1412.0842672547687,2021-01-02 10:28:44.180812,-22.816666666666663,-22.930543608307655,0.4353454990378508,262.89678797,-29.8745976,1078.776434304902
36,2021-01-02 12:00:00,350.37029586082133,82.85073437868509,433.22103023950643,2,0.9863013698630136,1412.0842672547687,2021-01-02 11:28:44.180812,-7.816666666666663,-22.930543608307655,0.48568545321031764,271.66865147,-41.73234345,1060.229127392416
37,2021-01-02 13:00:00,352.4201433800002,82.65113360768459,435.07127698768477,2,0.9863013698630136,1412.0842672547687,2021-01-02 12:28:44.180812,7.183333333333337,-22.930543608307655,0.48673870877162495,282.45430945,-53.51487567,1059.810036597799
38,2021-01-02 14:00:00,301.48962215051296,79.13951442853035,380.6291365790433,2,0.9863013698630136,1412.0842672547687,2021-01-02 13:28:44.180812,22.183333333333337,-22.930543608307655,0.4384334880958567,298.6204034,-64.65620952,1077.7205478044907
39,2021-01-02 15:00:00,206.5936981114604,70.92521217036739,277.5189102818278,2,0.9863013698630136,1412.0842672547687,2021-01-02 14:28:44.180812,37.18333333333334,-22.930543608307655,0.344061712143915,329.52927674,-73.35299403,1105.5068058511472
40,2021-01-02 16:00:00,75.9126249312412,58.064321496501655,133.97694642774286,2,0.9863013698630136,1412.0842672547687,2021-01-02 15:28:44.180812,52.18333333333334,-22.930543608307655,0.21005466149019106,20.75318579,-74.42993057,1131.4381786841666
41,2021-01-02 17:00:00,8.866996427771271,14.821911828168265,23.688908255939538,2,0.9863013698630136,1412.0842672547687,2021-01-02 16:28:44.180812,67.18333333333328,-22.930543608307655,0.04554469517961471,56.59044067,-66.78616718,1148.297966985132
42,2021-01-02 18:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 17:28:44.180812,82.18333333333328,-22.930543608307655,-0.13825710444932304,74.75469228,-55.92534548,468.13238323188745
43,2021-01-02 19:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 18:28:44.180812,97.18333333333328,-22.930543608307655,-0.3288249484987452,86.27088352,-44.20919584,468.13238323188745
44,2021-01-02 20:00:00,0.0,0.0,0.0,2,0.9863013698630136,1412.0842672547687,2021-01-02 19:28:44.180812,112.18333333333328,-22.930543608307655,-0.513171953324936,95.31181669,-32.33533608,468.13238323188745
