time,beam,diff,total,n,B,G_on,solar_time,hour_angle,declination,cos_zen
2021-01-01 0:00,0,0,0,1,0,1412.104316,2020-12-31 23:29,172.2958333,-23.01163673,-0.961321933
2021-01-01 1:00,0,0,0,1,0,1412.104316,2021-01-01 0:29,-172.7041667,-23.01163673,-0.9620006
2021-01-01 2:00,0,0,0,1,0,1412.104316,2021-01-01 1:29,-157.7041667,-23.01163673,-0.913362696
2021-01-01 3:00,0,0,0,1,0,1412.104316,2021-01-01 2:29,-142.7041667,-23.01163673,-0.818722815
2021-01-01 4:00,0,0,0,1,0,1412.104316,2021-01-01 3:29,-127.7041667,-23.01163673,-0.684530506
2021-01-01 5:00,0,0,0,1,0,1412.104316,2021-01-01 4:29,-112.7041667,-23.01163673,-0.519930756
2021-01-01 6:00,0,0,0,1,0,1412.104316,2021-01-01 5:29,-97.70416667,-23.01163673,-0.336140763
2021-01-01 7:00,0,0,0,1,0,1412.104316,2021-01-01 6:29,-82.70416667,-23.01163673,-0.145685513
2021-01-01 8:00,7.16897264,12.60859158,19.77756422,1,0,1412.104316,2021-01-01 7:29,-67.70416667,-23.01163673,0.038455783
2021-01-01 9:00,70.84461692,57.13674186,127.9813588,1,0,1412.104316,2021-01-01 8:29,-52.70416667,-23.01163673,0.203734202
2021-01-01 10:00,179.8494539,76.80935767,256.6588115,1,0,1412.104316,2021-01-01 9:29,-37.70416667,-23.01163673,0.338886291
2021-01-01 11:00,273.5699236,85.92219048,359.4921141,1,0,1412.104316,2021-01-01 10:29,-22.70416667,-23.01163673,0.434701659
2021-01-01 12:00,325.6458439,89.72636221,415.3722061,1,0,1412.104316,2021-01-01 11:29,-7.704166667,-23.01163673,0.484650647
2021-01-01 13:00,326.3652814,89.77456022,416.1398416,1,0,1412.104316,2021-01-01 12:29,7.295833333,-23.01163673,0.485329314
2021-01-01 14:00,275.6088317,86.08419038,361.6930221,1,0,1412.104316,2021-01-01 13:29,22.29583333,-23.01163673,0.436691411
2021-01-01 15:00,182.7812314,77.15868942,259.9399208,1,0,1412.104316,2021-01-01 14:29,37.29583333,-23.01163673,0.342051529
2021-01-01 16:00,73.56822479,57.91456462,131.4827894,1,0,1412.104316,2021-01-01 15:29,52.29583333,-23.01163673,0.207859221
2021-01-01 17:00,8.068554668,14.18239057,22.25094523,1,0,1412.104316,2021-01-01 16:29,67.29583333,-23.01163673,0.04325947
2021-01-01 18:00,0,0,0,1,0,1412.104316,2021-01-01 17:29,82.29583333,-23.01163673,-0.140530523
2021-01-01 19:00,0,0,0,1,0,1412.104316,2021-01-01 18:29,97.29583333,-23.01163673,-0.330985772
2021-01-01 20:00,0,0,0,1,0,1412.104316,2021-01-01 19:29,112.2958333,-23.01163673,-0.515127069
2021-01-01 21:00,0,0,0,1,0,1412.104316,2021-01-01 20:29,127.2958333,-23.01163673,-0.680405487
2021-01-01 22:00,0,0,0,1,0,1412.104316,2021-01-01 21:29,142.2958333,-23.01163673,-0.815557576
2021-01-01 23:00,0,0,0,1,0,1412.104316,2021-01-01 22:29,157.2958333,-23.01163673,-0.911372944
2021-01-02 0:00,0,0,0,2,0.98630137,1412.084267,2021-01-01 23:28,172.1833333,-22.93054361,-0.960767776
2021-01-02 1:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 0:28,-172.8166667,-22.93054361,-0.961821032
2021-01-02 2:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 1:28,-157.8166667,-22.93054361,-0.913515811
2021-01-02 3:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 2:28,-142.8166667,-22.93054361,-0.819144035
2021-01-02 4:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 3:28,-127.8166667,-22.93054361,-0.685136985
2021-01-02 5:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 4:28,-112.8166667,-22.93054361,-0.520627018
2021-01-02 6:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 5:28,-97.81666667,-22.93054361,-0.336825219
2021-01-02 7:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 6:28,-82.81666667,-22.93054361,-0.146257375
2021-01-02 8:00,7.100452428,12.48840996,19.58886239,2,0.98630137,1412.084267,2021-01-02 7:28,-67.81666667,-22.93054361,0.03808963
2021-01-02 9:00,70.79038539,57.12044852,127.9108339,2,0.98630137,1412.084267,2021-01-02 8:28,-52.81666667,-22.93054361,0.203652852
2021-01-02 10:00,180.0901252,76.8374562,256.9275814,2,0.98630137,1412.084267,2021-01-02 9:28,-37.81666667,-22.93054361,0.339149431
2021-01-02 11:00,274.2254273,85.97349199,360.1989193,2,0.98630137,1412.084267,2021-01-02 10:28,-22.81666667,-22.93054361,0.435345499
2021-01-02 12:00,326.7382932,89.79854317,416.5368364,2,0.98630137,1412.084267,2021-01-02 11:28,-7.816666667,-22.93054361,0.485685453
2021-01-02 13:00,327.8556254,89.87310189,417.7287273,2,0.98630137,1412.084267,2021-01-02 12:28,7.183333333,-22.93054361,0.486738709
2021-01-02 14:00,277.3926118,86.22403546,363.6166473,2,0.98630137,1412.084267,2021-01-02 13:28,22.18333333,-22.93054361,0.438433488
2021-01-02 15:00,184.6473227,77.37744655,262.0247692,2,0.98630137,1412.084267,2021-01-02 14:28,37.18333333,-22.93054361,0.344061712
2021-01-02 16:00,75.03621154,58.32198703,133.3581986,2,0.98630137,1412.084267,2021-01-02 15:28,52.18333333,-22.93054361,0.210054661
2021-01-02 17:00,8.498275473,14.93031579,23.42859126,2,0.98630137,1412.084267,2021-01-02 16:28,67.18333333,-22.93054361,0.045544695
2021-01-02 18:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 17:28,82.18333333,-22.93054361,-0.138257104
2021-01-02 19:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 18:28,97.18333333,-22.93054361,-0.328824948
2021-01-02 20:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 19:28,112.1833333,-22.93054361,-0.513171953
2021-01-02 21:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 20:28,127.1833333,-22.93054361,-0.678735175
2021-01-02 22:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 21:28,142.1833333,-22.93054361,-0.814231754
2021-01-02 23:00,0,0,0,2,0.98630137,1412.084267,2021-01-02 22:28,157.1833333,-22.93054361,-0.910427822
2021-01-03 0:00,0,0,0,3,1.97260274,1412.050859,2021-01-02 23:28,172.0708333,-22.84265567,-0.96017819
2021-01-03 1:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 0:28,-172.9291667,-22.84265567,-0.961606547
2021-01-03 2:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 1:28,-157.9291667,-22.84265567,-0.913632329
2021-01-03 3:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 2:28,-142.9291667,-22.84265567,-0.819524899
2021-01-03 4:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 3:28,-127.9291667,-22.84265567,-0.685697524
2021-01-03 5:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 4:28,-112.9291667,-22.84265567,-0.521270317
2021-01-03 6:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 5:28,-97.92916667,-22.84265567,-0.337448721
2021-01-03 7:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 6:28,-82.92916667,-22.84265567,-0.146759874
2021-01-03 8:00,7.046381208,12.39354895,19.43993016,3,1.97260274,1412.050859,2021-01-03 7:28,-67.92916667,-22.84265567,0.037801093
2021-01-03 9:00,70.79119989,57.11982144,127.9110213,3,1.97260274,1412.050859,2021-01-03 8:28,-52.92916667,-22.84265567,0.203656657
2021-01-03 10:00,180.4137679,76.87492949,257.2886973,3,1.97260274,1412.050859,2021-01-03 9:28,-37.92916667,-22.84265567,0.339504035
2021-01-03 11:00,274.9771552,86.03169704,361.0088523,3,1.97260274,1412.050859,2021-01-03 10:28,-22.92916667,-22.84265567,0.436085452
2021-01-03 12:00,327.9331178,89.87665377,417.8097716,3,1.97260274,1412.050859,2021-01-03 11:28,-7.929166667,-22.84265567,0.486819044
2021-01-03 13:00,329.4495302,89.97741189,419.4269421,3,1.97260274,1412.050859,2021-01-03 12:28,7.070833333,-22.84265567,0.488247401
2021-01-03 14:00,279.2764865,86.37019493,365.6466814,3,1.97260274,1412.050859,2021-01-03 13:28,22.07083333,-22.84265567,0.440273182
2021-01-03 15:00,186.6044257,77.60408749,264.2085132,3,1.97260274,1412.050859,2021-01-03 14:28,37.07083333,-22.84265567,0.346165753
2021-01-03 16:00,76.57663281,58.74110115,135.317734,3,1.97260274,1412.050859,2021-01-03 15:28,52.07083333,-22.84265567,0.212338377
2021-01-03 17:00,8.945109421,15.70410319,24.64921261,3,1.97260274,1412.050859,2021-01-03 16:28,67.07083333,-22.84265567,0.04791117
2021-01-03 18:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 17:28,82.07083333,-22.84265567,-0.135910426
2021-01-03 19:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 18:28,97.07083333,-22.84265567,-0.326599272
2021-01-03 20:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 19:28,112.0708333,-22.84265567,-0.51116024
2021-01-03 21:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 20:28,127.0708333,-22.84265567,-0.677015804
2021-01-03 22:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 21:28,142.0708333,-22.84265567,-0.812863182
2021-01-03 23:00,0,0,0,3,1.97260274,1412.050859,2021-01-03 22:28,157.0708333,-22.84265567,-0.909444598
2021-01-04 0:00,0,0,0,4,2.95890411,1412.004101,2021-01-03 23:27,171.9625,-22.74799897,-0.959560171
2021-01-04 1:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 0:27,-173.0375,-22.74799897,-0.961350317
2021-01-04 2:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 1:27,-158.0375,-22.74799897,-0.913692069
2021-01-04 3:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 2:27,-143.0375,-22.74799897,-0.819833258
2021-01-04 4:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 3:27,-128.0375,-22.74799897,-0.686170207
2021-01-04 5:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 4:27,-113.0375,-22.74799897,-0.521811832
2021-01-04 6:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 5:27,-98.0375,-22.74799897,-0.337958884
2021-01-04 7:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 6:27,-83.0375,-22.74799897,-0.147140638
2021-01-04 8:00,7.015863238,12.34000042,19.35586366,4,2.95890411,1412.004101,2021-01-04 7:27,-68.0375,-22.74799897,0.037638958
2021-01-04 9:00,70.87445587,57.14282285,128.0172787,4,2.95890411,1412.004101,2021-01-04 8:27,-53.0375,-22.74799897,0.203787479
2021-01-04 10:00,180.8501837,76.92528458,257.7754683,4,2.95890411,1412.004101,2021-01-04 9:27,-38.0375,-22.74799897,0.339982179
2021-01-04 11:00,275.8458631,86.09838428,361.9442474,4,2.95890411,1412.004101,2021-01-04 10:27,-23.0375,-22.74799897,0.436941614
2021-01-04 12:00,329.237645,89.96110521,419.1987502,4,2.95890411,1412.004101,2021-01-04 11:27,-8.0375,-22.74799897,0.488058158
2021-01-04 13:00,331.1396862,90.08691006,421.2265962,4,2.95890411,1412.004101,2021-01-04 12:27,6.9625,-22.74799897,0.489848305
2021-01-04 14:00,281.239753,86.5209136,367.7606666,4,2.95890411,1412.004101,2021-01-04 13:27,21.9625,-22.74799897,0.442190057
2021-01-04 15:00,188.622833,77.83492206,266.4577551,4,2.95890411,1412.004101,2021-01-04 14:27,36.9625,-22.74799897,0.348331246
2021-01-04 16:00,78.16204124,59.16381245,137.3258537,4,2.95890411,1412.004101,2021-01-04 15:27,51.9625,-22.74799897,0.214668195
2021-01-04 17:00,9.4005197,16.4874561,25.8879758,4,2.95890411,1412.004101,2021-01-04 16:27,66.9625,-22.74799897,0.050309819
2021-01-04 18:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 17:27,81.9625,-22.74799897,-0.133543129
2021-01-04 19:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 18:27,96.9625,-22.74799897,-0.324361374
2021-01-04 20:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 19:27,111.9625,-22.74799897,-0.50914097
2021-01-04 21:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 20:27,126.9625,-22.74799897,-0.675289491
2021-01-04 22:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 21:27,141.9625,-22.74799897,-0.811484192
2021-01-04 23:00,0,0,0,4,2.95890411,1412.004101,2021-01-04 22:27,156.9625,-22.74799897,-0.908443626
2021-01-05 0:00,0,0,0,5,3.945205479,1411.944007,2021-01-04 23:27,171.8541667,-22.64660154,-0.958906031
2021-01-05 1:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 0:27,-173.1458333,-22.64660154,-0.96105856
2021-01-05 2:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 1:27,-158.1458333,-22.64660154,-0.913714743
2021-01-05 3:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 2:27,-143.1458333,-22.64660154,-0.820100983
2021-01-05 4:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 3:27,-128.1458333,-22.64660154,-0.686596902
2021-01-05 5:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 4:27,-113.1458333,-22.64660154,-0.522300582
2021-01-05 6:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 5:27,-98.14583333,-22.64660154,-0.338408548
2021-01-05 7:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 6:27,-83.14583333,-22.64660154,-0.147452736
2021-01-05 8:00,6.999609682,12.31147803,19.31108772,5,3.945205479,1411.944007,2021-01-05 7:27,-68.14583333,-22.64660154,0.037553529
2021-01-05 9:00,71.01215397,57.1812491,128.1934031,5,3.945205479,1411.944007,2021-01-05 8:27,-53.14583333,-22.64660154,0.204002378
2021-01-05 10:00,181.3687685,76.98478093,258.3535494,5,3.945205479,1411.944007,2021-01-05 9:27,-38.14583333,-22.64660154,0.340550595
2021-01-05 11:00,276.8098515,86.17175594,362.9816074,5,3.945205479,1411.944007,2021-01-05 10:27,-23.14583333,-22.64660154,0.437892646
2021-01-05 12:00,330.6436052,90.05126479,420.69487,5,3.945205479,1411.944007,2021-01-05 11:27,-8.145833333,-22.64660154,0.489394831
2021-01-05 13:00,332.9326252,90.20192993,423.1345551,5,3.945205479,1411.944007,2021-01-05 12:27,6.854166667,-22.64660154,0.49154736
2021-01-05 14:00,283.3027114,86.67763672,369.9803481,5,3.945205479,1411.944007,2021-01-05 13:27,21.85416667,-22.64660154,0.444203543
2021-01-05 15:00,190.7325846,78.07318176,268.8057664,5,3.945205479,1411.944007,2021-01-05 14:27,36.85416667,-22.64660154,0.350589783
2021-01-05 16:00,79.82181224,59.59737099,139.4191832,5,3.945205479,1411.944007,2021-01-05 15:27,51.85416667,-22.64660154,0.217085702
2021-01-05 17:00,9.874685736,17.29600413,27.17068986,5,3.945205479,1411.944007,2021-01-05 16:27,66.85416667,-22.64660154,0.052789382
2021-01-05 18:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 17:27,81.85416667,-22.64660154,-0.131102652
2021-01-05 19:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 18:27,96.85416667,-22.64660154,-0.322058464
2021-01-05 20:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 19:27,111.8541667,-22.64660154,-0.507064729
2021-01-05 21:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 20:27,126.8541667,-22.64660154,-0.673513578
2021-01-05 22:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 21:27,141.8541667,-22.64660154,-0.810061795
2021-01-05 23:00,0,0,0,5,3.945205479,1411.944007,2021-01-05 22:27,156.8541667,-22.64660154,-0.907403846
2021-01-06 0:00,0,0,0,6,4.931506849,1411.870595,2021-01-05 23:27,171.7458333,-22.53849343,-0.958215278
2021-01-06 1:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 0:27,-173.2541667,-22.53849343,-0.960730832
2021-01-06 2:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 1:27,-158.2541667,-22.53849343,-0.913699994
2021-01-06 3:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 2:27,-143.2541667,-22.53849343,-0.820327837
2021-01-06 4:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 3:27,-128.2541667,-22.53849343,-0.68697752
2021-01-06 5:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 4:27,-113.2541667,-22.53849343,-0.522736646
2021-01-06 6:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 5:27,-98.25416667,-22.53849343,-0.33879796
2021-01-06 7:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 6:27,-83.25416667,-22.53849343,-0.14769658
2021-01-06 8:00,6.997513292,12.30779777,19.30531106,6,4.931506849,1411.870595,2021-01-06 7:27,-68.25416667,-22.53849343,0.037544252
2021-01-06 9:00,71.20399639,57.23492422,128.4389206,6,4.931506849,1411.870595,2021-01-06 8:27,-53.25416667,-22.53849343,0.20430068
2021-01-06 10:00,181.9689985,77.05327401,259.0222725,6,4.931506849,1411.870595,2021-01-06 9:27,-38.25416667,-22.53849343,0.341208527
2021-01-06 11:00,277.8684768,86.25168311,364.1201599,6,4.931506849,1411.870595,2021-01-06 10:27,-23.25416667,-22.53849343,0.438937751
2021-01-06 12:00,332.1503423,90.14700436,422.2973467,6,4.931506849,1411.870595,2021-01-06 11:27,-8.254166667,-22.53849343,0.490828266
2021-01-06 13:00,334.8277873,90.32232901,425.1501163,6,4.931506849,1411.870595,2021-01-06 12:27,6.745833333,-22.53849343,0.49334382
2021-01-06 14:00,285.4650332,86.84018361,372.3052168,6,4.931506849,1411.870595,2021-01-06 13:27,21.74583333,-22.53849343,0.446312981
2021-01-06 15:00,192.9338149,78.31859367,271.2524085,6,4.931506849,1411.870595,2021-01-06 14:27,36.74583333,-22.53849343,0.352940825
2021-01-06 16:00,81.55710808,60.04125637,141.5983645,6,4.931506849,1411.870595,2021-01-06 15:27,51.74583333,-22.53849343,0.219590508
2021-01-06 17:00,10.36880087,18.12927968,28.49808055,6,4.931506849,1411.870595,2021-01-06 16:27,66.74583333,-22.53849343,0.055349634
2021-01-06 18:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 17:27,81.74583333,-22.53849343,-0.128589052
2021-01-06 19:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 18:27,96.74583333,-22.53849343,-0.319690432
2021-01-06 20:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 19:27,111.7458333,-22.53849343,-0.504931265
2021-01-06 21:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 20:27,126.7458333,-22.53849343,-0.671687692
2021-01-06 22:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 21:27,141.7458333,-22.53849343,-0.808595539
2021-01-06 23:00,0,0,0,6,4.931506849,1411.870595,2021-01-06 22:27,156.7458333,-22.53849343,-0.906324763
2021-01-07 0:00,0,0,0,7,5.917808219,1411.783888,2021-01-06 23:26,171.6416667,-22.42370668,-0.957495143
2021-01-07 1:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 0:26,-173.3583333,-22.42370668,-0.960360499
2021-01-07 2:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 1:26,-158.3583333,-22.42370668,-0.913627787
2021-01-07 3:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 2:26,-143.3583333,-22.42370668,-0.820481764
2021-01-07 4:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 3:26,-128.3583333,-22.42370668,-0.687270177
2021-01-07 5:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 4:26,-113.3583333,-22.42370668,-0.523071177
2021-01-07 6:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 5:26,-98.35833333,-22.42370668,-0.339074653
2021-01-07 7:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 6:26,-83.35833333,-22.42370668,-0.147819664
2021-01-07 8:00,7.01871314,12.3449966,19.36370973,7,5.917808219,1411.783888,2021-01-07 7:26,-68.35833333,-22.42370668,0.037660077
2021-01-07 9:00,71.47781024,57.31174788,128.7895581,7,5.917808219,1411.783888,2021-01-07 8:26,-53.35833333,-22.42370668,0.204724434
2021-01-07 10:00,182.6810244,77.13423606,259.8152605,7,5.917808219,1411.783888,2021-01-07 9:26,-38.35833333,-22.42370668,0.341988246
2021-01-07 11:00,279.0427786,86.33972627,365.3825049,7,5.917808219,1411.783888,2021-01-07 10:26,-23.35833333,-22.42370668,0.440097211
2021-01-07 12:00,333.7654006,90.24872829,424.0141288,7,5.917808219,1411.783888,2021-01-07 11:26,-8.358333333,-22.42370668,0.492365366
2021-01-07 13:00,336.8179932,90.4475325,427.2655257,7,5.917808219,1411.783888,2021-01-07 12:26,6.641666667,-22.42370668,0.495230722
2021-01-07 14:00,287.7060149,87.00682537,374.7128403,7,5.917808219,1411.783888,2021-01-07 13:26,21.64166667,-22.42370668,0.44849801
2021-01-07 15:00,195.1965714,78.567545,273.7641164,7,5.917808219,1411.783888,2021-01-07 14:26,36.64166667,-22.42370668,0.355351987
2021-01-07 16:00,83.33963342,60.48760649,143.8272399,7,5.917808219,1411.783888,2021-01-07 15:26,51.64166667,-22.42370668,0.222140401
2021-01-07 17:00,10.87469355,18.97083942,29.84553297,7,5.917808219,1411.783888,2021-01-07 16:26,66.64166667,-22.42370668,0.0579414
2021-01-07 18:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 17:26,81.64166667,-22.42370668,-0.126055124
2021-01-07 19:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 18:26,96.64166667,-22.42370668,-0.317310112
2021-01-07 20:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 19:26,111.6416667,-22.42370668,-0.502789854
2021-01-07 21:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 20:26,126.6416667,-22.42370668,-0.66985421
2021-01-07 22:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 21:26,141.6416667,-22.42370668,-0.807118022
2021-01-07 23:00,0,0,0,7,5.917808219,1411.783888,2021-01-07 22:26,156.6416667,-22.42370668,-0.905226988
2021-01-08 0:00,0,0,0,8,6.904109589,1411.683909,2021-01-07 23:26,171.5375,-22.30227531,-0.956737542
2021-01-08 1:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 0:26,-173.4625,-22.30227531,-0.959953408
2021-01-08 2:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 1:26,-158.4625,-22.30227531,-0.913517513
2021-01-08 3:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 2:26,-143.4625,-22.30227531,-0.820594387
2021-01-08 4:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 3:26,-128.4625,-22.30227531,-0.687516587
2021-01-08 5:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 4:26,-113.4625,-22.30227531,-0.523353146
2021-01-08 6:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 5:26,-98.4625,-22.30227531,-0.339291531
2021-01-08 7:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 6:26,-83.4625,-22.30227531,-0.147875237
2021-01-08 8:00,7.053876507,12.40669148,19.46056799,8,6.904109589,1411.683909,2021-01-08 7:26,-68.4625,-22.30227531,0.037851033
2021-01-08 9:00,71.80551143,57.40339937,129.2089108,8,6.904109589,1411.683909,2021-01-08 8:26,-53.4625,-22.30227531,0.20523034
2021-01-08 10:00,183.473873,77.22386902,260.697742,8,6.904109589,1411.683909,2021-01-08 9:26,-38.4625,-22.30227531,0.34285606
2021-01-08 11:00,280.310585,86.43404658,366.7446316,8,6.904109589,1411.683909,2021-01-08 10:26,-23.4625,-22.30227531,0.441349228
2021-01-08 12:00,335.4800202,90.35576507,425.8357853,8,6.904109589,1411.683909,2021-01-08 11:26,-8.4625,-22.30227531,0.493997698
2021-01-08 13:00,338.9093345,90.57782853,429.487163,8,6.904109589,1411.683909,2021-01-08 12:26,6.5375,-22.30227531,0.497213563
2021-01-08 14:00,290.0456469,87.17894228,377.2245892,8,6.904109589,1411.683909,2021-01-08 13:26,21.5375,-22.30227531,0.450777668
2021-01-08 15:00,197.5508579,78.82315006,276.374008,8,6.904109589,1411.683909,2021-01-08 14:26,36.5375,-22.30227531,0.357854542
2021-01-08 16:00,85.19939129,60.94339459,146.1427859,8,6.904109589,1411.683909,2021-01-08 15:26,51.5375,-22.30227531,0.224776743
2021-01-08 17:00,11.40341727,19.83600425,31.23942153,8,6.904109589,1411.683909,2021-01-08 16:26,66.5375,-22.30227531,0.060613302
2021-01-08 18:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 17:26,81.5375,-22.30227531,-0.123448314
2021-01-08 19:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 18:26,96.5375,-22.30227531,-0.314864608
2021-01-08 20:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 19:26,111.5375,-22.30227531,-0.500590878
2021-01-08 21:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 20:26,126.5375,-22.30227531,-0.667970184
2021-01-08 22:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 21:26,141.5375,-22.30227531,-0.805595904
2021-01-08 23:00,0,0,0,8,6.904109589,1411.683909,2021-01-08 22:26,156.5375,-22.30227531,-0.904089072
2021-01-09 0:00,0,0,0,9,7.890410959,1411.57069,2021-01-08 23:25,171.4333333,-22.17423529,-0.955941913
2021-01-09 1:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 0:25,-173.5666667,-22.17423529,-0.959509035
2021-01-09 2:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 1:25,-158.5666667,-22.17423529,-0.913368737
2021-01-09 3:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 2:25,-143.5666667,-22.17423529,-0.820665403
2021-01-09 4:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 3:25,-128.5666667,-22.17423529,-0.687716612
2021-01-09 5:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 4:25,-113.5666667,-22.17423529,-0.523582605
2021-01-09 6:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 5:25,-98.56666667,-22.17423529,-0.339448842
2021-01-09 7:00,0,0,0,9,7.890410959,1411.57069,2021-01-09 6:25,-83.56666667,-22.17423529,-0.147863737
2021-01-09 8:00,7.102889152,12.49267236,19.59556152,9,7.890410959,1411.57069,2021-01-09 7:25,-68.56666667,-22.17423529,0.038116504
2021-01-09 9:00,72.18692872,57.50962653,129.6965552,9,7.890410959,1411.57069,2021-01-09 8:25,-53.56666667,-22.17423529,0.205817633
2021-01-09 10:00,184.3469911,77.32198851,261.6689796,9,7.890410959,1411.57069,2021-01-09 9:25,-38.56666667,-22.17423529,0.343811097
2021-01-09 11:00,281.6711502,86.53448911,368.2056394,9,7.890410959,1411.57069,2021-01-09 10:25,-23.56666667,-22.17423529,0.442692868
2021-01-09 12:00,337.2934066,90.4679662,427.7613728,9,7.890410959,1411.57069,2021-01-09 11:25,-8.566666667,-22.17423529,0.495724318
2021-01-09 13:00,341.1010975,90.71305658,431.8141541,9,7.890410959,1411.57069,2021-01-09 12:25,6.433333333,-22.17423529,0.49929144
2021-01-09 14:00,292.4834479,87.35633621,379.8397841,9,7.890410959,1411.57069,2021-01-09 13:25,21.43333333,-22.17423529,0.453151142
2021-01-09 15:00,199.9966694,79.08511825,279.0817876,9,7.890410959,1411.57069,2021-01-09 14:25,36.43333333,-22.17423529,0.360447808
2021-01-09 16:00,87.1374301,61.40808152,148.5455116,9,7.890410959,1411.57069,2021-01-09 15:25,51.43333333,-22.17423529,0.227499017
