,time,beam,diff,total,n,B,G_on,solar_time,hour_angle,declination,cos_zen,altitude,azimuth,I_slope_beam,I_slope_diffuse,I_slope_reflect,I_slope_total,R_b_ave,start_hour_angle,end_hour_angle
6269,2021-09-19 05:00:00,0.0,0.0,0.0,262,257.4246575342466,1357.937626167502,2021-09-19 05:00:00,-105.0,0.6054424233262556,-0.1986981263682334,-15.90815074,255.25562097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6270,2021-09-19 06:00:00,1.1508971474772376,2.0324339079898825,3.18333105546712,262,257.4246575342466,1357.937626167502,2021-09-19 06:00:00,-90.0,0.6054424233262556,0.0064423657719051555,-4.21630363,264.81487221,1.1519537958592405,2.032432360203343,1.4545467694371195e-06,3.184387610609353,1.000918108437682,-90.46571221685075,-82.5
6271,2021-09-19 07:00:00,73.46361156568918,56.264421952418594,129.72803351810776,262,257.4246575342466,1357.937626167502,2021-09-19 07:00:00,-75.0,0.6054424233262556,0.2115828579120435,7.65316401,274.00442634,73.5540206213226,56.26437910462187,5.927611321955483e-05,129.81845900205766,1.0012306644569549,-82.5,-67.5
6272,2021-09-19 08:00:00,233.49768845080777,79.56167942530078,313.0593678761086,262,257.4246575342466,1357.937626167502,2021-09-19 08:00:00,-60.0,0.6054424233262556,0.4027433645235239,19.38372895,283.63751815,233.79726642636913,79.56161883563242,0.00014304496901262483,313.3590283069706,1.0012830018898644,-67.5,-52.5
6273,2021-09-19 09:00:00,401.7663200910997,90.49927718360152,492.26559727470124,262,257.4246575342466,1357.937626167502,2021-09-19 09:00:00,-45.0,0.6054424233262556,0.5668966129884473,30.60176838,294.65438373,402.288526692807,90.49920826447824,0.0002249289570405306,492.7879598862423,1.0012997769489211,-52.5,-37.5
6274,2021-09-19 10:00:00,539.869642190622,96.25003074258294,636.1196729332049,262,257.4246575342466,1357.937626167502,2021-09-19 10:00:00,-30.0,0.6054424233262556,0.692855830699999,40.73842949,308.31954982,540.5753918038642,96.2499574440115,0.00029065962638454435,636.825639907502,1.0013072593050028,-37.5,-22.5
6275,2021-09-19 11:00:00,629.2862653004934,99.1003393754228,728.3866046759161,262,257.4246575342466,1357.937626167502,2021-09-19 11:00:00,-15.0,0.6054424233262556,0.7720371051285857,48.82559912,326.21208132000004,630.1110790710401,99.10026390621776,0.0003328187877013501,729.2116757960455,1.0013107131301409,-22.5,-7.5
6276,2021-09-19 12:00:00,660.3188547603082,99.91545869079773,760.234313451106,262,257.4246575342466,1357.937626167502,2021-09-19 12:00:00,0.0,0.6054424233262556,0.7990443632751425,53.37299052,349.09988024,661.1850178589413,99.915382600844,0.0003473708343172271,761.1007478306196,1.0013117346148588,-7.5,7.5
6277,2021-09-19 13:00:00,629.7594047658412,98.96123637261059,728.7206411384518,262,257.4246575342466,1357.937626167502,2021-09-19 13:00:00,15.0,0.6054424233262556,0.7720371051285857,53.00403286,14.256175009999993,630.5848386864975,98.96116100933851,0.00033297141765060436,729.5463326672536,1.0013107131301409,7.5,22.5
6278,2021-09-19 14:00:00,540.6306756659334,96.02628690084138,636.6569625667747,262,257.4246575342466,1357.937626167502,2021-09-19 14:00:00,30.0,0.6054424233262556,0.692855830699999,47.84947748,36.491138869999986,541.3374201472676,96.02621377266058,0.0002909051279950095,637.3639248250561,1.0013072593050028,22.5,37.5
