res_1,alt_1,az_1,normal_1,res_2,alt_2,az_2,normal_2,res_3,alt_3,az_3,normal_3,res_4,alt_4,az_4,normal_4,tilt_5,alt_5,az_5,normal_5
32.28697312,88.63698902,271.6005789,1357.349142,0,148.3502841,271.6005789,1357.349142,0,91.36301098,271.6005789,1357.349142,1155.473248,31.64971593,271.6005789,1357.349142,711.5025081,58.38658375,271.6005789,1357.349142
32.30500418,88.63617864,271.6103185,1357.300337,0,147.8463032,271.6103185,1357.300337,0,91.36382136,271.6103185,1357.300337,1149.122402,32.15369683,271.6103185,1357.300337,721.6219894,57.88233223,271.6103185,1357.300337
32.32300026,88.63537,271.6202895,1357.251854,0,147.3423169,271.6202895,1357.251854,0,91.36463,271.6202895,1357.251854,1142.683308,32.65768305,271.6202895,1357.251854,731.6848202,57.37809095,271.6202895,1357.251854
32.34100894,88.6345611,271.6304999,1357.203697,0,146.8383289,271.6304999,1357.203697,0,91.3654389,271.6304999,1357.203697,1136.156511,33.16167109,271.6304999,1357.203697,741.6901761,56.87386297,271.6304999,1357.203697
32.35898188,88.63375398,271.640953,1357.155868,0,146.3343357,271.640953,1357.155868,0,91.36624602,271.640953,1357.155868,1129.542474,33.66566427,271.640953,1357.155868,751.6373771,56.36964438,271.640953,1357.155868
32.37694238,88.63294766,271.651656,1357.108371,0,145.8303389,271.651656,1357.108371,0,91.36705234,271.651656,1357.108371,1122.84173,34.16966112,271.651656,1357.108371,761.5256477,55.86543627,271.651656,1357.108371
32.39489034,88.63214215,271.662615,1357.061207,0,145.3263409,271.662615,1357.061207,0,91.36785785,271.662615,1357.061207,1116.054834,34.67365912,271.662615,1357.061207,771.3541981,55.36124072,271.662615,1357.061207
32.41282508,88.63133749,271.6738364,1357.014381,0,144.8223392,271.6738364,1357.014381,0,91.36866251,271.6738364,1357.014381,1109.182278,35.1776608,271.6738364,1357.014381,781.122341,54.85705482,271.6738364,1357.014381
32.43074649,88.63053367,271.685327,1356.967894,0,144.3183363,271.685327,1356.967894,0,91.36946633,271.685327,1356.967894,1102.22463,35.6816637,271.685327,1356.967894,790.8292962,54.35288066,271.685327,1356.967894
32.44863021,88.62973174,271.6970925,1356.921749,0,143.8143316,271.6970925,1356.921749,0,91.37026826,271.6970925,1356.921749,1095.182423,36.18566837,271.6970925,1356.921749,800.4743471,53.84871734,271.6970925,1356.921749
32.46649951,88.62893071,271.7091411,1356.87595,0,143.3103266,271.7091411,1356.87595,0,91.37106929,271.7091411,1356.87595,1088.056222,36.68967343,271.7091411,1356.87595,810.0567428,53.34456595,271.7091411,1356.87595
32.48435398,88.62813061,271.7214805,1356.830498,0,142.8063195,271.7214805,1356.830498,0,91.37186939,271.7214805,1356.830498,1080.846559,37.19368051,271.7214805,1356.830498,819.5757948,52.8404246,271.7214805,1356.830498
32.50219322,88.62733144,271.7341185,1356.785397,0,142.3023118,271.7341185,1356.785397,0,91.37266856,271.7341185,1356.785397,1073.554011,37.69768825,271.7341185,1356.785397,829.0307625,52.33629439,271.7341185,1356.785397
32.51999316,88.62653425,271.7470618,1356.740648,0,141.7983037,271.7470618,1356.740648,0,91.37346575,271.7470618,1356.740648,1066.179151,38.20169626,271.7470618,1356.740648,838.4209293,51.83217544,271.7470618,1356.740648
32.53777705,88.62573803,271.7603202,1356.696255,0,141.2942967,271.7603202,1356.696255,0,91.37426197,271.7603202,1356.696255,1058.722569,38.70570326,271.7603202,1356.696255,847.7455653,51.32806886,271.7603202,1356.696255
32.55552081,88.62494383,271.7739011,1356.65222,0,140.7902891,271.7739011,1356.65222,0,91.37505617,271.7739011,1356.65222,1051.18482,39.2097109,271.7739011,1356.65222,857.0040013,50.82397276,271.7739011,1356.65222
32.57327137,88.62414965,271.7878163,1356.608546,0,140.286282,271.7878163,1356.608546,0,91.37585035,271.7878163,1356.608546,1043.566507,39.71371798,271.7878163,1356.608546,866.1955171,50.31988827,271.7878163,1356.608546
32.59098068,88.62335753,271.8020727,1356.565234,0,139.7822749,271.8020727,1356.565234,0,91.37664247,271.8020727,1356.565234,1035.86821,40.21772512,271.8020727,1356.565234,875.3194356,49.81581453,271.8020727,1356.565234
32.60867228,88.62256647,271.8166816,1356.522289,0,139.2782689,271.8166816,1356.522289,0,91.37743353,271.8166816,1356.522289,1028.090546,40.72173112,271.8166816,1356.522289,884.3750473,49.31175265,271.8166816,1356.522289
32.6263218,88.62177752,271.8316518,1356.479711,0,138.7742643,271.8316518,1356.479711,0,91.37822248,271.8316518,1356.479711,1020.234121,41.22573566,271.8316518,1356.479711,893.3616675,48.80770277,271.8316518,1356.479711
32.64395279,88.62098968,271.8469956,1356.437504,0,138.2702604,271.8469956,1356.437504,0,91.37901032,271.8469956,1356.437504,1012.299532,41.72973956,271.8469956,1356.437504,902.2786336,48.30366405,271.8469956,1356.437504
32.66156451,88.62020299,271.8627242,1356.395669,0,137.7662574,271.8627242,1356.395669,0,91.37979701,271.8627242,1356.395669,1004.287397,42.23374259,271.8627242,1356.395669,911.1252708,47.79963664,271.8627242,1356.395669
32.67915685,88.61941744,271.8788493,1356.35421,0,137.2622575,271.8788493,1356.35421,0,91.38058256,271.8788493,1356.35421,996.1983716,42.73774252,271.8788493,1356.35421,919.9008751,47.29562268,271.8788493,1356.35421
32.69670543,88.61863409,271.8953818,1356.313128,0,136.7582579,271.8953818,1356.313128,0,91.38136591,271.8953818,1356.313128,988.0330393,43.24174211,271.8953818,1356.313128,928.6048356,46.79161933,271.8953818,1356.313128
32.71420982,88.61785293,271.9123344,1356.272426,0,136.2542598,271.9123344,1356.272426,0,91.38214707,271.9123344,1356.272426,979.7920504,43.74574016,271.9123344,1356.272426,937.2364762,46.28762777,271.9123344,1356.272426
32.73169327,88.61707301,271.929722,1356.232106,0,135.7502645,271.929722,1356.232106,0,91.38292699,271.929722,1356.232106,971.476062,44.24973551,271.929722,1356.232106,945.7951274,45.78364917,271.929722,1356.232106
32.74915536,88.61629433,271.9475584,1356.19217,0,135.24627,271.9475584,1356.19217,0,91.38370567,271.9475584,1356.19217,963.0856872,44.75372999,271.9475584,1356.19217,954.2801764,45.27968172,271.9475584,1356.19217
32.76659565,88.61551693,271.9658584,1356.152621,0,134.7422776,271.9658584,1356.152621,0,91.38448307,271.9658584,1356.152621,954.6215944,45.25772242,271.9658584,1356.152621,962.6909649,44.77572661,271.9658584,1356.152621
32.78399036,88.6147418,271.9846357,1356.113461,0,134.2382894,271.9846357,1356.113461,0,91.3852582,271.9846357,1356.113461,946.0844755,45.76171059,271.9846357,1356.113461,971.0268245,44.27178603,271.9846357,1356.113461
32.80136185,88.613968,272.0039077,1356.074691,0,133.7343006,272.0039077,1356.074691,0,91.386032,272.0039077,1356.074691,937.4749078,46.26569939,272.0039077,1356.074691,979.2872083,43.76785521,272.0039077,1356.074691
32.81868691,88.61319653,272.0236899,1356.036315,0,133.2303154,272.0236899,1356.036315,0,91.38680347,272.0236899,1356.036315,928.7936276,46.76968462,272.0236899,1356.036315,987.4714264,43.26393834,272.0236899,1356.036315
32.83598819,88.61242642,272.0440011,1355.998333,0,132.7263318,272.0440011,1355.998333,0,91.38757358,272.0440011,1355.998333,920.0412733,47.27366816,272.0440011,1355.998333,995.5788933,42.76003367,272.0440011,1355.998333
32.85324191,88.61165869,272.0648582,1355.960749,0,132.2223521,272.0648582,1355.960749,0,91.38834131,272.0648582,1355.960749,911.2185587,47.77764786,272.0648582,1355.960749,1003.608965,42.25614342,272.0648582,1355.960749
32.87047129,88.61089235,272.0862821,1355.923564,0,131.7183744,272.0862821,1355.923564,0,91.38910765,272.0862821,1355.923564,902.3261322,48.28162559,272.0862821,1355.923564,1011.561068,41.75226586,272.0862821,1355.923564
32.8876517,88.61012845,272.1082915,1355.88678,0,131.2143978,272.1082915,1355.88678,0,91.38987155,272.1082915,1355.88678,893.364665,48.78560221,272.1082915,1355.88678,1019.434616,41.24840024,272.1082915,1355.88678
32.90480721,88.60936598,272.130909,1355.850399,0,130.7104264,272.130909,1355.850399,0,91.39063402,272.130909,1355.850399,884.3349215,49.28957361,272.130909,1355.850399,1027.228955,40.74455084,272.130909,1355.850399
32.92193655,88.60860498,272.1541572,1355.814424,0,130.2064553,272.1541572,1355.814424,0,91.39139502,272.1541572,1355.814424,875.2375111,49.79354468,272.1541572,1355.814424,1034.943572,40.24071296,272.1541572,1355.814424
32.93899257,88.60784747,272.1780562,1355.778855,0,129.7024878,272.1780562,1355.778855,0,91.39215253,272.1780562,1355.778855,866.0731925,50.29751223,272.1780562,1355.778855,1042.57784,39.73688987,272.1780562,1355.778855
32.95604553,88.60709046,272.2026355,1355.743696,0,129.1985228,272.2026355,1355.743696,0,91.39290954,272.2026355,1355.743696,856.8426545,50.80147725,272.2026355,1355.743696,1050.131199,39.23308092,272.2026355,1355.743696
32.97304769,88.60633598,272.2279178,1355.708948,0,128.6945614,272.2279178,1355.708948,0,91.39366402,272.2279178,1355.708948,847.5466302,51.30543857,272.2279178,1355.708948,1057.603063,38.72928743,272.2279178,1355.708948
32.98999837,88.60558407,272.2539305,1355.674612,0,128.1906009,272.2539305,1355.674612,0,91.39441593,272.2539305,1355.674612,838.1857825,51.80939908,272.2539305,1355.674612,1064.992915,38.22550675,272.2539305,1355.674612
33.00692137,88.60483371,272.2807041,1355.640692,0,127.6866443,272.2807041,1355.640692,0,91.39516629,272.2807041,1355.640692,828.7608892,52.31335572,272.2807041,1355.640692,1072.300152,37.72174226,272.2807041,1355.640692
33.02379235,88.60408595,272.3082671,1355.607187,0,127.1826906,272.3082671,1355.607187,0,91.39591405,272.3082671,1355.607187,819.2726603,52.81730936,272.3082671,1355.607187,1079.524239,37.21799333,272.3082671,1355.607187
33.04063425,88.6033398,272.3366534,1355.574101,0,126.6787391,272.3366534,1355.574101,0,91.3966602,272.3366534,1355.574101,809.7218085,53.32126093,272.3366534,1355.574101,1086.664646,36.7142594,272.3366534,1355.574101
33.05744696,88.60259529,272.3658968,1355.541435,0,126.1747916,272.3658968,1355.541435,0,91.39740471,272.3658968,1355.541435,800.1091087,53.82520835,272.3658968,1355.541435,1093.720805,36.2105429,272.3658968,1355.541435
33.07418277,88.60185443,272.3960296,1355.50919,0,125.6708465,272.3960296,1355.50919,0,91.39814557,272.3960296,1355.50919,790.4352656,54.32915347,272.3960296,1355.50919,1100.692215,35.70684224,272.3960296,1355.50919
33.0908883,88.60111525,272.4270931,1355.477369,0,125.1669037,272.4270931,1355.477369,0,91.39888475,272.4270931,1355.477369,780.7010238,54.83309626,272.4270931,1355.477369,1107.57835,35.20315795,272.4270931,1355.477369
33.10756342,88.60037776,272.4591272,1355.445972,0,124.6629644,272.4591272,1355.445972,0,91.39962224,272.4591272,1355.445972,770.9071529,55.33703564,272.4591272,1355.445972,1114.378676,34.69949155,272.4591272,1355.445972
33.1241838,88.59964299,272.4921725,1355.415003,0,124.1590285,272.4921725,1355.415003,0,91.40035701,272.4921725,1355.415003,761.0544083,55.84097151,272.4921725,1355.415003,1121.092684,34.19584355,272.4921725,1355.415003
33.14074905,88.59891097,272.5262741,1355.384461,0,123.6550942,272.5262741,1355.384461,0,91.40108903,272.5262741,1355.384461,751.1435099,56.34490578,272.5262741,1355.384461,1127.719893,33.69221253,272.5262741,1355.384461
33.1572827,88.59818068,272.5614812,1355.35435,0,123.1511636,272.5614812,1355.35435,0,91.40181932,272.5614812,1355.35435,741.1752595,56.84883642,272.5614812,1355.35435,1134.259777,33.18860111,272.5614812,1355.35435
33.17376015,88.59745319,272.5978427,1355.324669,0,122.6472357,272.5978427,1355.324669,0,91.40254681,272.5978427,1355.324669,731.1504056,57.35276432,272.5978427,1355.324669,1140.711859,32.68500892,272.5978427,1355.324669
33.19020522,88.59672749,272.6354142,1355.295422,0,122.1433106,272.6354142,1355.295422,0,91.40327251,272.6354142,1355.295422,721.0697191,57.85668945,272.6354142,1355.295422,1147.075652,32.18143666,272.6354142,1355.295422
33.2065936,88.5960046,272.6742509,1355.266609,0,121.6393883,272.6742509,1355.266609,0,91.4039954,272.6742509,1355.266609,710.9339761,58.36061169,272.6742509,1355.266609,1153.350678,31.67788505,272.6742509,1355.266609
33.22292462,88.59528456,272.7144138,1355.238233,0,121.135469,272.7144138,1355.238233,0,91.40471544,272.7144138,1355.238233,700.7439564,58.86453101,272.7144138,1355.238233,1159.536464,31.17435485,272.7144138,1355.238233
33.23922211,88.59456636,272.7559695,1355.210293,0,120.6315527,272.7559695,1355.210293,0,91.40543364,272.7559695,1355.210293,690.500443,59.36844734,272.7559695,1355.210293,1165.632545,30.67084691,272.7559695,1355.210293
33.25546149,88.59385104,272.7989854,1355.182792,0,120.1276384,272.7989854,1355.182792,0,91.40614896,272.7989854,1355.182792,680.2042037,59.87236162,272.7989854,1355.182792,1171.638475,30.1673611,272.7989854,1355.182792
33.27164238,88.59313862,272.8435353,1355.155732,0,119.6237272,272.8435353,1355.155732,0,91.40686138,272.8435353,1355.155732,669.8560502,60.37627277,272.8435353,1355.155732,1177.553789,29.66389934,272.8435353,1355.155732
33.28778862,88.5924281,272.8897002,1355.129112,0,119.1198192,272.8897002,1355.129112,0,91.4075719,272.8897002,1355.129112,659.4567771,60.88018077,272.8897002,1355.129112,1183.378043,29.16046267,272.8897002,1355.129112
33.30387564,88.59172052,272.9375627,1355.102936,0,118.6159135,272.9375627,1355.102936,0,91.40827948,272.9375627,1355.102936,649.0071634,61.38408653,272.9375627,1355.102936,1189.110811,28.65705113,272.9375627,1355.102936
33.31990308,88.59101589,272.9872135,1355.077204,0,118.11201,272.9872135,1355.077204,0,91.40898411,272.9872135,1355.077204,638.5080113,61.88799,272.9872135,1355.077204,1194.751661,28.15366588,272.9872135,1355.077204
33.33589449,88.59031322,273.0387515,1355.051917,0,117.6081109,273.0387515,1355.051917,0,91.40968678,273.0387515,1355.051917,627.9601684,62.39188914,273.0387515,1355.051917,1200.300147,27.65031018,273.0387515,1355.051917
33.35182533,88.58961355,273.0922794,1355.027077,0,117.1042121,273.0922794,1355.027077,0,91.41038645,273.0922794,1355.027077,617.3643612,62.89578789,273.0922794,1355.027077,1205.755897,27.14698133,273.0922794,1355.027077
33.36769579,88.58891688,273.1479092,1355.002685,0,116.6003168,273.1479092,1355.002685,0,91.41108312,273.1479092,1355.002685,606.7214657,63.39968319,273.1479092,1355.002685,1211.118466,26.64368373,273.1479092,1355.002685
33.38350552,88.58822321,273.2057618,1354.978743,0,116.096425,273.2057618,1354.978743,0,91.41177679,273.2057618,1354.978743,596.0322987,63.903575,273.2057618,1354.978743,1216.387452,26.14041894,273.2057618,1354.978743
33.39927727,88.5875316,273.26597,1354.95525,0,115.5925357,273.26597,1354.95525,0,91.4124684,273.26597,1354.95525,585.2976587,64.40746428,273.26597,1354.95525,1221.56247,25.63718763,273.26597,1354.95525
33.41498734,88.58684305,273.3286723,1354.932209,0,115.088648,273.3286723,1354.932209,0,91.41315695,273.3286723,1354.932209,574.5183481,64.91135197,273.3286723,1354.932209,1226.643142,25.13399056,273.3286723,1354.932209
33.43065903,88.58615656,273.3940233,1354.909621,0,114.584763,273.3940233,1354.909621,0,91.41384344,273.3940233,1354.909621,563.6952144,65.41523704,273.3940233,1354.909621,1231.629074,24.63083069,273.3940233,1354.909621
33.44624445,88.58547418,273.4621835,1354.887486,0,114.0808796,273.4621835,1354.887486,0,91.41452582,273.4621835,1354.887486,552.8290665,65.91912041,273.4621835,1354.887486,1236.519903,24.12770904,273.4621835,1354.887486
33.4617911,88.58479389,273.5333362,1354.865806,0,113.5770009,273.5333362,1354.865806,0,91.41520611,273.5333362,1354.865806,541.9208014,66.42299907,273.5333362,1354.865806,1241.315232,23.62463095,273.5333362,1354.865806
33.47727446,88.58411673,273.6076742,1354.844582,0,113.073123,273.6076742,1354.844582,0,91.41588327,273.6076742,1354.844582,530.9711691,66.92687697,273.6076742,1354.844582,1246.014739,23.12159486,273.6076742,1354.844582
33.49271787,88.58344172,273.6854116,1354.823814,0,112.5692469,273.6854116,1354.823814,0,91.41655828,273.6854116,1354.823814,519.9810295,67.43075307,273.6854116,1354.823814,1250.618061,22.61860448,273.6854116,1354.823814
33.508074,88.58277086,273.7667743,1354.803505,0,112.0653737,273.7667743,1354.803505,0,91.41722914,273.7667743,1354.803505,508.9512473,67.93462629,273.7667743,1354.803505,1255.124844,22.11566366,273.7667743,1354.803505
33.52338954,88.58210217,273.85202,1354.783654,0,111.5615034,273.85202,1354.783654,0,91.41789783,273.85202,1354.783654,497.8826664,68.43849665,273.85202,1354.783654,1259.534748,21.61277568,273.85202,1354.783654
33.53864082,88.58143667,273.9414228,1354.764263,0,111.0576349,273.9414228,1354.764263,0,91.41856333,273.9414228,1354.764263,486.7761132,68.94236507,273.9414228,1354.764263,1263.847452,21.109943,273.9414228,1354.764263
33.55385091,88.58077337,274.0352889,1354.745332,0,110.5537685,274.0352889,1354.745332,0,91.41922663,274.0352889,1354.745332,475.6324374,69.44623154,274.0352889,1354.745332,1268.062632,20.60716952,274.0352889,1354.745332
33.56897223,88.58011429,274.1339465,1354.726863,0,110.049904,274.1339465,1354.726863,0,91.41988571,274.1339465,1354.726863,464.4524931,69.95009598,274.1339465,1354.726863,1272.179971,20.10445936,274.1339465,1354.726863
33.58405177,88.57945745,274.2377688,1354.708857,0,109.5460426,274.2377688,1354.708857,0,91.42054255,274.2377688,1354.708857,453.2371573,70.45395739,274.2377688,1354.708857,1276.199153,19.60181827,274.2377688,1354.708857
33.5990656,88.57880385,274.34716,1354.691313,0,109.0421823,274.34716,1354.691313,0,91.42119615,274.34716,1354.691313,441.9872444,70.95781772,274.34716,1354.691313,1280.11989,19.09924938,274.34716,1354.691313
33.61401317,88.57815353,274.4625701,1354.674234,0,108.5383231,274.4625701,1354.674234,0,91.42184647,274.4625701,1354.674234,430.703615,71.46167693,274.4625701,1354.674234,1283.941889,18.59675836,274.4625701,1354.674234
33.62889474,88.57750647,274.5844985,1354.657619,0,108.034468,274.5844985,1354.657619,0,91.42249353,274.5844985,1354.657619,419.3871996,71.96553199,274.5844985,1354.657619,1287.66484,18.09435456,274.5844985,1354.657619
33.64373314,88.57686171,274.7135064,1354.64147,0,107.5306131,274.7135064,1354.64147,0,91.42313829,274.7135064,1354.64147,408.0387738,72.46938688,274.7135064,1354.64147,1291.288493,17.59204111,274.7135064,1354.64147
33.6584811,88.57622126,274.8502088,1354.625787,0,107.0267605,274.8502088,1354.625787,0,91.42377874,274.8502088,1354.625787,396.6592512,72.97323953,274.8502088,1354.625787,1294.812561,17.08982775,274.8502088,1354.625787
33.67318562,88.57558311,274.9953094,1354.610571,0,106.5229111,274.9953094,1354.610571,0,91.42441689,274.9953094,1354.610571,385.2495242,73.47708894,274.9953094,1354.610571,1298.236774,16.58772447,274.9953094,1354.610571
33.68782254,88.57494831,275.1495892,1354.595823,0,106.0190619,275.1495892,1354.595823,0,91.42505169,275.1495892,1354.595823,373.8103976,73.98093806,275.1495892,1354.595823,1301.560894,16.08573813,275.1495892,1354.595823
33.70239162,88.57431685,275.3139323,1354.581543,0,105.5152141,275.3139323,1354.581543,0,91.42568315,275.3139323,1354.581543,362.3427685,74.48478586,275.3139323,1354.581543,1304.784666,15.58388095,275.3139323,1354.581543
33.71689261,88.57368876,275.4893395,1354.567732,0,105.0113687,275.4893395,1354.567732,0,91.42631124,275.4893395,1354.567732,350.8475365,74.98863131,275.4893395,1354.567732,1307.90784,15.08216664,275.4893395,1354.567732
33.73134916,88.57306302,275.6769534,1354.554391,0,104.5075246,275.6769534,1354.554391,0,91.42693698,275.6769534,1354.554391,339.3255571,75.4924754,275.6769534,1354.554391,1310.930189,14.58060873,275.6769534,1354.554391
33.74571351,88.57244167,275.8780655,1354.541519,0,104.003682,275.8780655,1354.541519,0,91.42755833,275.8780655,1354.541519,327.7777115,75.99631805,275.8780655,1354.541519,1313.851485,14.07922357,275.8780655,1354.541519
33.76003269,88.57182272,276.0941738,1354.529118,0,103.4998407,276.0941738,1354.529118,0,91.42817728,276.0941738,1354.529118,316.2048817,76.50015927,276.0941738,1354.529118,1316.67151,13.57803025,276.0941738,1354.529118
33.77428284,88.57120717,276.3269905,1354.517189,0,102.996002,276.3269905,1354.517189,0,91.42879283,276.3269905,1354.517189,304.6079752,77.00399801,276.3269905,1354.517189,1319.390046,13.07705153,276.3269905,1354.517189
33.78846375,88.57059504,276.5785047,1354.50573,0,102.4921637,276.5785047,1354.50573,0,91.42940496,276.5785047,1354.50573,292.9878323,77.50783625,276.5785047,1354.50573,1322.0069,12.5763107,276.5785047,1354.50573
33.80257494,88.56998635,276.8510313,1354.494744,0,101.988326,276.8510313,1354.494744,0,91.43001365,276.8510313,1354.494744,281.3453405,78.01167396,276.8510313,1354.494744,1324.521875,12.07583726,276.8510313,1354.494744
